ID	SITE	SPECIES	FIRSTCEN	DEATHYEAR	HT83	HT84	HT85	HT86	HT87	HT88	HT89	HT90	HT91	HT92	HT93	HT94	HT95	HT96	HT97	HT98	HT99	HT00	HGRO8384	HGRO8485	HGRO8586	HGRO8687	HGRO8788	HGRO8889	HGRO8990	HGRO9091	HGRO9192	HGRO9293	HGRO9394	HGRO9495	HGRO9596	HGRO9697	HGRO9798	HGRO9899	HGRO9900	DIA83	DIA84	DIA85	DIA86	DIA87	DIA88	DIA89	DIA90	DIA91	DIA92	DIA93	DIA94	DIA95	DIA96	DIA97	DIA98	DIA99	DIA00	DGRO8384	DGRO8485	DGRO8586	DGRO8687	DGRO8788	DGRO8889	DGRO8990	DGRO9091	DGRO9192	DGRO9293	DGRO9394	DGRO9495	DGRO9596	DGRO9697	DGRO9798	DGRO9899	DGRO9900	HOW83	HOW84	HOW85	HOW86	HOW87	HOW88	HOW89	HOW90	HOW91	HOW92	HOW93	HOW94	HOW95	HOW96	HOW97	HOW98	HOW99	HOW00	HTMED83	HTMED84	HTMED85	HTMED86	HTMED87	HTMED88	HTMED89	HTMED90	HTMED91	HTMED92	HTMED93	HTMED94	HTMED95	HTMED96	HTMED97	HTMED98	HTMED99	HTMED00	DATE83	DATE84	DATE85	DATE86	DATE87	DATE88	DATE89	DATE90	DATE91	DATE92	DATE93	DATE94	DATE95	DATE96	DATE97	DATE98	DATE99	DATE00	STMCON84	STMCON85	STMCON86	STMCON87	STMCON88	STMCON89	STMCON90	STMCON91	STMCON92	STMCON93	STMCON94	STMCON95	STMCON96	STMCON97	STMCON98	STMCON99	STMCON00	CRNPO83	CRNPO84	CRNPO85	CRNPO86	CRNPO87	CRNPO88	CRNPO89	CRNPO90	CRNPO91	CRNPO92	CRNPO93	CRNPO94	CRNPO95	CRNPO96	CRNPO97	CRNPO98	CRNPO99	CRNPO00	CRNABV1	HAB83	HAB84	HAB85	HAB86	HAB87	HAB88	HAB89	HAB90	HAB91	HAB92	HAB93	HAB94	HAB95	HAB96	HAB97	HAB98	HAB99	HAB00
2215	SHO  2025	SA	1988	-999	-999	-999	-999	-999	-999	605	674	800	827	860	950	952	955	956	957	1036	1019	962	-999	-999	-999	-999	-999	69.4	121.3	26.6	32.8	94.9	2	2.9	1	1	79.2	-17	-57	-999	-999	-999	-999	-999	50	51	51	52	53	53	53	53	53	55	55	56	57	-999	-999	-999	-999	-999	1	0	1	1	0	0	0	0	1.9	0	1.1	1	-999	-999	-999	-999	-999	CIN	CIN	CIN	CIN	CIN	CIN	CIN	CIN	CIN	CIN	CIN	CIN	CIN	-999	-999	-999	-999	-999	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	7/7/1977	7/7/1977	7/7/1977	7/7/1977	7/7/1977	2/5/1988	2/2/1989	2/16/1990	2/22/1991	2/24/1992	2/4/1993	2/2/1994	2/15/1995	2/16/1996	3/5/1997	3/4/1998	2/11/1999	2/14/2000	-999	-999	-999	-999	D	RA	D	N	N	N	N	N	N	N	N	N	N	-999	-999	-999	-999	-999	2.25	2.5	2	2	1.5	2	1.5	1.5	1.5	1.5	1.5	1.5	1.5	2	-999	-999	-999	-999	-999	3	3.5	3	4	4	4	4	4	4	4	4	4	4
2216	SHO  2025	SA	1988	-999	-999	-999	-999	-999	-999	643	685	680	682	707	710	683	521	560	559	573	591	564	-999	-999	-999	-999	-999	42.2	-5	2	24.9	3.2	-27	-162	38.9	-1	14	19.1	-27	-999	-999	-999	-999	-999	31.9	32.3	32.3	32.3	32.7	32.7	32.7	32.7	32.7	32.7	32.7	32.7	32.8	-999	-999	-999	-999	-999	0.4	0	0	0.4	0	0	0	0	0	0	0	0.1	-999	-999	-999	-999	-999	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	-999	-999	-999	-999	-999	130M	130M	130M	130M	130M	130M	130M	130M	130M	130M	130M	130M	130M	7/7/1977	7/7/1977	7/7/1977	7/7/1977	7/7/1977	2/5/1988	2/2/1989	2/16/1990	2/22/1991	2/24/1992	2/4/1993	2/2/1994	2/15/1995	2/16/1996	3/5/1997	3/4/1998	2/11/1999	2/14/2000	-999	-999	-999	-999	N	N	N	N	N	N	N	D	RA	N	D	N	D	-999	-999	-999	-999	-999	2.5	2.5	2	2	1.5	1.5	1.5	1.5	1.5	1.5	1.5	1.5	1.5	2	-999	-999	-999	-999	-999	3	3	3	4	4	4	4	4	4	4	4	4	4
2217	SHO  2025	SA	1988	1999	-999	-999	-999	-999	-999	1015	1012	1097	980	952	973	890	891	738	734	699	-999	-999	-999	-999	-999	-999	-999	-3	81.9	-117	-28	22.2	-83	1	-153	-4	-35	-999	-999	-999	-999	-999	-999	-999	57	58	61	61	61	61	61	61	61	61	61	9003	-999	-999	-999	-999	-999	-999	1	2.9	0	0	0	0	0	0	0	0	-999	-999	-999	-999	-999	-999	-999	CIN	CIN	CIN	CIN	CIN	CIN	CIN	CIN	CIN	CIN	CIN	-999	-999	-999	-999	-999	-999	-999	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	-999	-999	7/7/1977	7/7/1977	7/7/1977	7/7/1977	7/7/1977	2/5/1988	2/2/1989	2/16/1990	2/22/1991	2/24/1992	2/4/1993	2/2/1994	2/15/1995	2/16/1996	3/5/1997	3/4/1998	2/11/1999	7/7/1977	-999	-999	-999	-999	N	N	N	RA	RA	RA	RA	N	D	N	D	-999	-999	-999	-999	-999	-999	-999	2	2	2	1.5	1.5	1.5	1.5	1.5	1.5	1.5	1.5	-999	-999	1.5	-999	-999	-999	-999	-999	3	3.5	4	4	4	4	4	4	4	4	4	4	-999
2218	SHO  2025	SA	1988	-999	-999	-999	-999	-999	-999	1034	1202	1270	1375	1330	1480	1598	1670	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	168.9	65.5	103.3	-45	158.2	118.7	69.5	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	67	72	75	78	82	87	89	92	95	100	106	111	113	-999	-999	-999	-999	-999	5	2.9	3	4	5.3	2	2.9	3	4.8	6	5.3	2	-999	-999	-999	-999	-999	CIN	CIN	CIN	CIN	CIN	CIN	CIN	CIN	CIN	CIN	CIN	CIN	CIN	-999	-999	-999	-999	-999	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	7/7/1977	7/7/1977	7/7/1977	7/7/1977	7/7/1977	2/5/1988	2/2/1989	2/16/1990	2/22/1991	2/24/1992	2/4/1993	2/2/1994	2/15/1995	2/16/1996	3/5/1997	3/4/1998	2/11/1999	2/14/2000	-999	-999	-999	-999	N	N	N	N	N	N	N	N	N	N	N	N	N	-999	-999	-999	-999	-999	2.5	3	3	3	2.5	3	2	3	2	2	3	3.5	3	1	-999	-999	-999	-999	-999	3	3	3	3	3.5	3.5	4	4	4	4	4	3	4
2219	SHO  2025	SA	1988	1995	-999	-999	-999	-999	-999	458	482	483	515	515	518	505	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	24.1	1	31.5	0	3.2	-13	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	18.4	19.8	20	20	20	20	20	9003	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	1.4	0.2	0	0	0	0	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	CAL	CAL	CAL	CAL	CAL	CAL	CAL	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	130M	130M	130M	130M	130M	130M	130M	-999	-999	-999	-999	-999	-999	7/7/1977	7/7/1977	7/7/1977	7/7/1977	7/7/1977	2/5/1988	2/2/1989	2/16/1990	2/22/1991	2/24/1992	2/4/1993	2/2/1994	2/15/1995	7/7/1977	7/7/1977	7/7/1977	7/7/1977	7/7/1977	-999	-999	-999	-999	N	N	N	N	N	N	N	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	2.5	2	1.75	1.75	1.5	1.5	1.5	-999	-999	-999	-999	-999	-999	0	-999	-999	-999	-999	-999	3	3	3	4	4	4	4	4	-999	-999	-999	-999	-999
4003	SHO  2050	CI	1988	1990	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	344	344	9003	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	0	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	CIN	CIN	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	300	300	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	7/7/1977	7/7/1977	7/7/1977	7/7/1977	7/7/1977	2/5/1988	2/2/1989	2/16/1990	2/22/1991	7/7/1977	7/7/1977	7/7/1977	7/7/1977	7/7/1977	7/7/1977	7/7/1977	7/7/1977	7/7/1977	-999	-999	-999	-999	N	N	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	4	3.5	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	0	-999	-999	-999	-999	-999	4	4	4	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
2201	SOC   700	SA	1988	-999	-999	-999	-999	-999	-999	1154	1158	1260	1280	1353	1443	1535	1684	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	4	96.5	19.7	73.2	93.9	93.3	146.2	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	56	63	72	84	99	113	127	135	144	157	173	185	193	-999	-999	-999	-999	-999	7	8.5	11.8	15	14.6	14.2	7.8	9.1	12.1	16	12.7	8	-999	-999	-999	-999	-999	CIN	CIN	CIN	CIN	CIN	CIN	CIN	CIN	CIN	CIN	CIN	CIN	CIN	-999	-999	-999	-999	-999	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	7/7/1977	7/7/1977	7/7/1977	7/7/1977	7/7/1977	1/25/1988	1/23/1989	2/13/1990	2/18/1991	2/17/1992	2/1/1993	1/27/1994	2/3/1995	1/31/1996	2/27/1997	2/27/1998	2/8/1999	2/9/2000	-999	-999	-999	-999	N	N	N	N	N	N	N	N	N	N	N	N	N	-999	-999	-999	-999	-999	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	1	-999	-999	-999	-999	-999	4	4	4	4	4	4	4	4	4	4	4	4	4
4002	SSE  2050	CI	1988	1995	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	167	170	171	173	173	173	173	9003	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	3	1	2	0	0	0	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	CIN	CIN	CIN	CIN	CIN	CIN	CIN	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	1000	1000	1000	1000	1000	1000	1000	-999	-999	-999	-999	-999	-999	7/7/1977	7/7/1977	7/7/1977	7/7/1977	7/7/1977	2/3/1988	1/31/1989	2/15/1990	2/20/1991	2/20/1992	2/3/1993	2/1/1994	2/13/1995	7/7/1977	7/7/1977	7/7/1977	7/7/1977	7/7/1977	-999	-999	-999	-999	N	N	N	N	N	N	N	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	3	3.5	3.5	4	4	3	3	-999	-999	-999	-999	-999	-999	0.5	-999	-999	-999	-999	-999	3	3	3	4	4	4	4	4	-999	-999	-999	-999	-999
2205	SSE  2050	SA	1988	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	360	368	374	382	389	397	403	409	417	424	432	443	450	-999	-999	-999	-999	-999	8	5.8	7.9	7	8.4	6	5.8	8.2	6.5	8	11.7	7	-999	-999	-999	-999	-999	CIN	CIN	CIN	CIN	CIN	CIN	CIN	CIN	CIN	CIN	CIN	CIN	CIN	-999	-999	-999	-999	-999	300	300	300	300	300	300	300	300	300	300	300	300	300	7/7/1977	7/7/1977	7/7/1977	7/7/1977	7/7/1977	2/3/1988	1/31/1989	2/15/1990	2/20/1991	2/20/1992	2/3/1993	2/1/1994	2/13/1995	2/2/1996	3/4/1997	3/3/1998	2/10/1999	2/10/2000	-999	-999	-999	-999	N	N	N	N	N	N	N	N	N	N	N	N	N	-999	-999	-999	-999	-999	3	3.5	3	4	4	4	4	4	4	4	4	4	4	0	-999	-999	-999	-999	-999	4	4	4	4	4	4	4	4	4	4	4	4	4
3346	SSE  2050	BE	1988	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	537	541	550	560	569	572	574	577	583	588	592	596	606	-999	-999	-999	-999	-999	4	8.6	9.9	9	3.1	2	2.9	6.2	4.6	4	4.2	10	-999	-999	-999	-999	-999	CIN	CIN	CIN	CIN	CIN	CIN	CIN	CIN	CIN	CIN	CIN	CIN	CIN	-999	-999	-999	-999	-999	300	300	300	300	300	300	300	300	300	300	300	300	300	7/7/1977	7/7/1977	7/7/1977	7/7/1977	7/7/1977	2/3/1988	1/31/1989	2/15/1990	2/20/1991	2/20/1992	2/3/1993	2/1/1994	2/13/1995	2/1/1996	3/4/1997	3/3/1998	2/10/1999	2/10/2000	-999	-999	-999	-999	N	N	N	N	N	N	N	N	N	N	N	N	N	-999	-999	-999	-999	-999	4	4.5	4	4	4	4	4	4	4	4	4	4	4	0	-999	-999	-999	-999	-999	4	4	4	4	4	4	4	4	4	4	4	4	4
2206	SSE  2050	SA	1988	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	385	398	407	416	428	433	440	444	450	458	462	467	470	-999	-999	-999	-999	-999	13.1	8.6	8.9	12	5.2	7	3.9	6.2	7.4	4	5.3	3	-999	-999	-999	-999	-999	CIN	CIN	CIN	CIN	CIN	CIN	CIN	CIN	CIN	CIN	CIN	CIN	CIN	-999	-999	-999	-999	-999	300	300	300	300	300	300	300	300	300	300	300	300	300	7/7/1977	7/7/1977	7/7/1977	7/7/1977	7/7/1977	2/3/1988	1/31/1989	2/15/1990	2/20/1991	2/20/1992	2/3/1993	2/1/1994	2/13/1995	2/1/1996	3/4/1997	3/3/1998	2/10/1999	2/10/2000	-999	-999	-999	-999	N	N	N	N	N	N	N	N	N	N	N	N	N	-999	-999	-999	-999	-999	4.5	5	4.5	5	4.5	4	4.5	4.5	5	4	5	5	5	0	-999	-999	-999	-999	-999	4	4	4	4	4	4	4	4	4	4	4	4	4
3348	SSE  2050	BE	1988	1992	-999	-999	-999	-999	-999	882	913	949	557	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	31.2	34.6	-392	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	60	59	60	60	9003	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-1	1	0	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	CIN	CIN	CIN	CIN	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	1000	1000	1000	1000	-999	-999	-999	-999	-999	-999	-999	-999	-999	7/7/1977	7/7/1977	7/7/1977	7/7/1977	7/7/1977	2/3/1988	1/31/1989	2/15/1990	2/20/1991	2/20/1992	7/7/1977	7/7/1977	7/7/1977	7/7/1977	7/7/1977	7/7/1977	7/7/1977	7/7/1977	-999	-999	-999	-999	N	N	N	D	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	2.5	2	2	1.75	-999	-999	-999	-999	-999	-999	-999	-999	-999	3	-999	-999	-999	-999	-999	4	4	4	4	4	-999	-999	-999	-999	-999	-999	-999	-999
8152	SSE  2050	HM	1988	-999	-999	-999	-999	-999	-999	849	875	924	930	784	809	810	820	480	502	502	360	316	-999	-999	-999	-999	-999	26.1	47.1	5.9	-146	26.1	1	9.7	-340	20.2	0	-142	-44	-999	-999	-999	-999	-999	59	59	59	59	59	59	60	60	60	60	60	60	60	-999	-999	-999	-999	-999	0	0	0	0	0	1	0	0	0	0	0	0	-999	-999	-999	-999	-999	CIN	CIN	CIN	CIN	CIN	CIN	CIN	CIN	CIN	CIN	CIN	CIN	CIN	-999	-999	-999	-999	-999	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	7/7/1977	7/7/1977	7/7/1977	7/7/1977	7/7/1977	2/3/1988	1/31/1989	2/15/1990	2/22/1991	2/20/1992	2/3/1993	2/1/1994	2/13/1995	2/1/1996	3/4/1997	3/3/1998	2/10/1999	2/10/2000	-999	-999	-999	-999	N	N	N	N	RA	RA	RA	RA	D	D	D	D	D	-999	-999	-999	-999	-999	2.5	2	2	1.75	4	4	4	4	2	1.5	1.5	1.5	1.5	1	-999	-999	-999	-999	-999	3	4	3	4	3	3	3	3	4	4	4	4	4
3347	SSE  2050	BE	1988	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	652	659	667	677	686	696	703	710	718	723	726	734	742	-999	-999	-999	-999	-999	7	7.7	9.9	9	10.5	7	6.8	8.2	4.6	3	8.5	8	-999	-999	-999	-999	-999	CIN	CIN	CIN	CIN	CIN	CIN	CIN	CIN	CIN	CIN	CIN	CIN	CIN	-999	-999	-999	-999	-999	300	300	300	300	300	300	300	300	300	300	300	300	300	7/7/1977	7/7/1977	7/7/1977	7/7/1977	7/7/1977	2/3/1988	2/1/1989	2/15/1990	2/20/1991	2/20/1992	2/3/1993	2/1/1994	2/13/1995	2/2/1996	3/4/1997	3/3/1998	2/10/1999	2/10/2000	-999	-999	-999	-999	N	N	N	N	N	N	N	N	N	N	N	N	N	-999	-999	-999	-999	-999	5	5	5	4.5	5	5	5	5	5	5	5	5	5	0	-999	-999	-999	-999	-999	4	4	4	4	4	4	4	4	4	4	4	4	4
3349	SSE  2050	BE	1988	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	397	399	401	403	405	407	407	407	408	412	412	416	421	-999	-999	-999	-999	-999	2	1.9	2	2	2.1	0	0	1	3.7	0	4.2	5	-999	-999	-999	-999	-999	CIN	CIN	CIN	CIN	CIN	CIN	CIN	CIN	CIN	CIN	CIN	CIN	CIN	-999	-999	-999	-999	-999	1000	1000	1000	300	1000	1000	1000	1000	1000	1000	1000	1000	1000	7/7/1977	7/7/1977	7/7/1977	7/7/1977	7/7/1977	2/3/1988	2/1/1989	2/15/1990	2/20/1991	2/20/1992	2/3/1993	2/1/1994	2/13/1995	2/2/1996	3/4/1997	3/3/1998	2/10/1999	2/10/2000	-999	-999	-999	-999	D	N	N	N	N	N	N	N	N	N	N	N	N	-999	-999	-999	-999	-999	3	3	3	4	4	4	4	4	4	4	4	4	4	0.5	-999	-999	-999	-999	-999	4	4	3.5	4	4	4	4	4	4	4	4	4	4
3350	SSE  2050	BE	1988	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	561	563	567	571	573	576	578	580	581	582	582	583	585	-999	-999	-999	-999	-999	2	3.9	3.9	2	3.1	2	1.9	1	0.9	0	1.1	2	-999	-999	-999	-999	-999	CIN	CIN	CIN	CIN	CIN	CIN	CIN	CIN	CIN	CIN	CIN	CIN	CIN	-999	-999	-999	-999	-999	300	300	300	300	300	300	300	300	300	300	300	300	300	7/7/1977	7/7/1977	7/7/1977	7/7/1977	7/7/1977	2/4/1988	2/1/1989	2/15/1990	2/20/1991	2/20/1992	2/3/1993	2/1/1994	2/13/1995	2/2/1996	3/4/1997	3/3/1998	2/10/1999	2/10/2000	-999	-999	-999	-999	N	N	N	N	N	N	N	N	RA	N	N	N	N	-999	-999	-999	-999	-999	4.5	5	4.5	5	4	4	4	5	4	5	5	5	5	0	-999	-999	-999	-999	-999	4	4	4	4	4	4	4	4	4	4	4	4	4
50448	SSE  2050	MG	1988	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	242	245	250	255	258	262	263	263	265	265	266	266	267	-999	-999	-999	-999	-999	3	4.8	4.9	3	4.2	1	0	2.1	0	1	0	1	-999	-999	-999	-999	-999	CIN	CIN	CIN	CIN	CIN	CIN	CIN	CIN	CIN	CIN	CIN	CIN	CIN	-999	-999	-999	-999	-999	300	300	300	300	300	300	300	300	300	300	300	300	300	7/7/1977	7/7/1977	7/7/1977	7/7/1977	7/7/1977	2/4/1988	2/1/1989	2/15/1990	2/20/1991	2/20/1992	2/3/1993	2/1/1994	2/13/1995	2/2/1996	3/4/1997	3/3/1998	2/10/1999	2/10/2000	-999	-999	-999	-999	N	N	N	N	N	N	N	N	N	N	N	N	N	-999	-999	-999	-999	-999	3	3	3	4	3	3	3	4	3	2	3	4	4	1	-999	-999	-999	-999	-999	4	4	4	3	4	4	4	3	3	4	4	4	4
3351	SSE  2050	BE	1988	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	504	509	515	521	530	539	542	548	559	568	572	576	579	-999	-999	-999	-999	-999	5	5.8	5.9	9	9.4	3	5.8	11.3	8.3	4	4.2	3	-999	-999	-999	-999	-999	CIN	CIN	CIN	CIN	CIN	CIN	CIN	CIN	CIN	CIN	CIN	CIN	CIN	-999	-999	-999	-999	-999	300	300	300	300	300	300	300	300	300	300	300	300	300	7/7/1977	7/7/1977	7/7/1977	7/7/1977	7/7/1977	2/4/1988	2/1/1989	2/15/1990	2/20/1991	2/20/1992	2/3/1993	2/1/1994	2/13/1995	2/2/1996	3/4/1997	3/3/1998	2/10/1999	2/10/2000	-999	-999	-999	-999	N	N	N	N	N	N	N	N	N	N	N	N	N	-999	-999	-999	-999	-999	4	4	4	4	4	4	4	4	4	4	4	4	4	0	-999	-999	-999	-999	-999	4	4	4	4	4	4	4	4	4	4	4	4	4
4503	SSE  2050	CO	1988	1999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	180	185	190	196	199	200	202	202	202	203	203	9003	-999	-999	-999	-999	-999	-999	5	4.8	5.9	3	1	2	0	0	0.9	0	-999	-999	-999	-999	-999	-999	-999	CIN	CIN	CIN	CIN	CIN	CIN	CIN	CIN	CIN	CIN	CIN	-999	-999	-999	-999	-999	-999	-999	300	300	300	300	300	300	300	300	300	300	300	-999	-999	7/7/1977	7/7/1977	7/7/1977	7/7/1977	7/7/1977	2/3/1988	1/31/1989	2/15/1990	2/20/1991	2/21/1992	2/3/1993	1/31/1994	2/13/1995	2/1/1996	3/4/1997	3/3/1998	2/9/1999	7/7/1977	-999	-999	-999	-999	N	N	N	N	N	N	N	N	N	N	N	-999	-999	-999	-999	-999	-999	-999	4	4	4.5	4.5	4	4	4	4	4	4	4	-999	-999	0	-999	-999	-999	-999	-999	3	4	3	4	4	4	4	4	4	4	4	4	-999
4504	SSE  2050	CO	1988	1999	-999	-999	-999	-999	-999	1497	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	90	97	106	119	123	125	125	125	126	126	126	9003	-999	-999	-999	-999	-999	-999	7	8.6	12.8	4	2.1	0	0	1	0	0	-999	-999	-999	-999	-999	-999	-999	CIN	CIN	CIN	CIN	CIN	CIN	CIN	CIN	CIN	CIN	CIN	-999	-999	-999	-999	-999	-999	-999	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	-999	-999	7/7/1977	7/7/1977	7/7/1977	7/7/1977	7/7/1977	2/3/1988	1/31/1989	2/15/1990	2/20/1991	2/21/1992	2/3/1993	1/31/1994	2/13/1995	2/1/1996	3/4/1997	3/3/1998	2/9/1999	7/7/1977	-999	-999	-999	-999	N	N	N	N	N	N	N	N	N	N	N	-999	-999	-999	-999	-999	-999	-999	4	4	3.5	4	4	4	4	3.5	3	3	2.5	-999	-999	0	-999	-999	-999	-999	-999	3	3	3	3	3	3.5	3	3.5	3	4	4	4	-999
4505	SSE  2050	CO	1988	1992	-999	-999	-999	-999	-999	697	964	700	755	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	268.5	-264	54.3	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	58	61	64	65	9003	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	3	2.9	1	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	CIN	CIN	CIN	CIN	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	1000	1000	1000	1000	-999	-999	-999	-999	-999	-999	-999	-999	-999	7/7/1977	7/7/1977	7/7/1977	7/7/1977	7/7/1977	2/3/1988	1/31/1989	2/15/1990	2/20/1991	2/21/1992	7/7/1977	7/7/1977	7/7/1977	7/7/1977	7/7/1977	7/7/1977	7/7/1977	7/7/1977	-999	-999	-999	-999	N	N	N	N	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	2.5	2.75	2.5	2	-999	-999	-999	-999	-999	-999	-999	-999	-999	1	-999	-999	-999	-999	-999	3	3.5	3	3	4	-999	-999	-999	-999	-999	-999	-999	-999
